"Last update date","Town number","Town","Total cases ","Confirmed cases","Probable cases","Case rate","Total deaths","Confirmed deaths","Probable deaths","People tested","Rate tested per 100k","Number of tests","Number of positives","Number of negatives","Number of indeterminates"
"06/23/2022","75","Lyme","328","303","25","14,162","1","0","1","1,962","84,715","7,775","387","7,384","4"
"06/23/2022","76","Madison","3,404","3,142","262","18,880","46","36","10","17,603","97,632","83,581","4,055","79,449","77"
"06/23/2022","77","Manchester","11,818","10,323","1,495","20,523","192","139","53","48,803","84,751","222,135","14,493","207,374","268"
"06/23/2022","78","Mansfield","2,968","2,686","282","11,645","32","27","5","17,368","68,145","97,885","3,411","94,369","105"
"06/23/2022","79","Marlborough","1,150","986","164","18,153","31","22","9","5,299","83,646","26,127","1,420","24,680","27"
"06/23/2022","80","Meriden","17,355","15,767","1,588","29,220","220","195","25","56,139","94,518","316,285","21,782","294,067","436"
"06/23/2022","81","Middlebury","1,628","1,356","272","20,877","23","18","5","7,222","92,613","35,584","2,037","33,477","70"
"06/23/2022","82","Middlefield","713","638","75","16,301","5","3","2","3,669","83,882","17,063","920","16,129","14"
"06/23/2022","83","Middletown","10,987","10,019","968","23,752","184","136","48","43,794","94,673","464,068","13,802","449,768","498"
"06/23/2022","84","Milford","12,265","11,089","1,176","22,403","184","160","24","46,622","85,159","221,316","15,137","205,966","213"
"06/23/2022","85","Monroe","4,157","3,515","642","21,390","25","17","8","17,319","89,117","70,977","5,017","65,895","65"
"06/23/2022","86","Montville","4,578","4,215","363","24,735","49","44","5","16,976","91,722","99,591","5,482","93,998","111"
"06/23/2022","87","Morris","336","309","27","14,907","3","3","0","1,823","80,878","7,431","392","7,033","6"
"06/23/2022","88","Naugatuck","8,296","6,900","1,396","26,668","141","123","18","27,458","88,267","151,377","10,592","140,479","306"
"06/23/2022","89","New Britain","20,422","18,791","1,631","28,170","273","225","48","64,279","88,667","316,104","25,434","290,181","489"
"06/23/2022","90","New Canaan","3,642","3,233","409","18,000","44","38","6","21,713","107,315","86,570","4,333","82,172","65"
"06/23/2022","91","New Fairfield","2,589","2,161","428","18,655","9","6","3","11,739","84,587","41,912","3,044","38,824","44"
"06/23/2022","92","New Hartford","1,116","1,039","77","16,767","6","5","1","5,246","78,816","20,716","1,341","19,356","19"
"06/23/2022","93","New Haven","35,848","33,214","2,634","27,522","289","256","33","128,512","98,666","927,795","44,615","881,884","1,296"
"06/23/2022","94","Newington","6,750","6,233","517","22,490","138","117","21","26,460","88,159","129,265","8,381","120,717","167"
"06/23/2022","95","New London","7,992","7,465","527","29,756","50","44","6","30,816","114,737","338,006","9,797","327,910","299"
"06/23/2022","96","New Milford","5,275","3,577","1,698","19,679","63","45","18","24,037","89,674","104,607","6,231","98,233","143"
"06/23/2022","97","Newtown","5,148","4,260","888","18,458","80","68","12","24,649","88,376","116,505","6,170","110,243","92"
"06/23/2022","98","Norfolk","141","132","9","8,650","1","1","0","794","48,712","3,471","164","3,304","3"
"06/23/2022","99","North Branford","3,209","2,765","444","22,685","29","15","14","11,771","83,211","56,857","3,857","52,943","57"
"06/23/2022","100","North Canaan","550","531","19","16,918","19","18","1","3,095","95,201","18,055","627","17,410","18"
"06/23/2022","101","North Haven","6,037","4,935","1,102","25,491","66","62","4","22,283","94,089","112,810","7,350","105,360","100"
"06/23/2022","102","North Stonington","1,012","927","85","19,477","9","7","2","4,012","77,213","15,612","1,189","14,412","11"
"06/23/2022","103","Norwalk","23,396","21,246","2,150","26,342","271","236","35","89,638","100,926","381,351","29,960","350,973","418"
"06/23/2022","104","Norwich","10,651","9,513","1,138","27,474","102","87","15","36,686","94,630","167,467","13,245","154,072","150"
"06/23/2022","105","Old Lyme","1,326","1,252","74","18,149","4","3","1","7,205","98,618","28,312","1,612","26,676","24"
"06/23/2022","106","Old Saybrook","2,173","2,025","148","21,598","66","53","13","10,193","101,312","47,546","2,657","44,847","42"
"06/23/2022","107","Orange","3,023","2,722","301","21,708","24","21","3","12,871","92,424","55,394","3,598","51,746","50"
"06/23/2022","108","Oxford","2,531","2,244","287","19,095","33","32","1","10,791","81,411","45,102","3,094","41,958","50"
"06/23/2022","109","Plainfield","3,891","3,603","288","25,726","55","47","8","12,675","83,802","56,442","4,721","51,693","28"
"06/23/2022","110","Plainville","3,945","3,372","573","22,499","60","57","3","14,555","83,010","73,374","4,912","68,369","93"
"06/23/2022","111","Plymouth","2,402","2,048","354","20,710","19","16","3","9,457","81,540","45,091","2,956","42,079","56"
"06/23/2022","112","Pomfret","821","729","92","19,534","7","6","1","4,436","105,544","21,895","993","20,892","10"
"06/23/2022","113","Portland","1,663","1,512","151","17,945","30","22","8","8,046","86,824","39,959","2,026","37,897","36"
"06/23/2022","114","Preston","1,095","993","102","23,676","9","9","0","4,110","88,865","18,461","1,283","17,151","27"
"06/23/2022","115","Prospect","2,106","1,811","295","21,707","10","10","0","7,907","81,499","36,820","2,613","34,156","51"
"06/23/2022","116","Putnam","2,229","2,128","101","23,741","36","33","3","8,162","86,932","32,142","2,691","29,424","27"
"06/23/2022","117","Redding","1,418","1,255","163","15,555","22","18","4","8,010","87,867","32,502","1,757","30,711","34"
"06/23/2022","118","Ridgefield","4,392","3,942","450","17,597","69","52","17","23,909","95,793","99,527","5,366","94,065","96"
"06/23/2022","119","Rocky Hill","4,332","3,854","478","21,536","150","126","24","17,278","85,896","89,772","5,533","84,107","132"
"06/23/2022","120","Roxbury","318","227","91","14,777","2","0","2","1,952","90,706","6,866","368","6,495","3"
"06/23/2022","121","Salem","832","780","52","20,377","5","5","0","3,552","86,995","14,923","1,027","13,880","16"
"06/23/2022","122","Salisbury","551","491","60","15,306","2","1","1","5,152","143,111","22,839","653","22,173","13"
"06/23/2022","123","Scotland","123","119","4","7,356","2","2","0","482","28,828","2,068","151","1,917","0"
"06/23/2022","124","Seymour","4,008","3,544","464","24,384","83","68","15","14,256","86,731","70,098","4,872","65,088","138"
"06/23/2022","125","Sharon","294","284","10","10,933","4","3","1","2,244","83,451","9,508","361","9,144","3"
"06/23/2022","126","Shelton","9,888","8,621","1,267","24,041","212","169","43","37,224","90,505","173,990","12,164","161,555","271"
"06/23/2022","127","Sherman","520","358","162","14,325","3","0","3","3,119","85,923","10,522","581","9,922","19"
"06/23/2022","128","Simsbury","3,687","3,346","341","14,519","34","29","5","22,021","86,714","94,133","4,321","89,725","87"
"06/23/2022","129","Somers","2,106","1,941","165","19,529","23","20","3","8,341","77,346","60,077","2,457","57,542","78"
"06/23/2022","130","Southbury","3,589","2,908","681","18,338","85","72","13","17,163","87,696","88,271","4,528","83,647","96"
"06/23/2022","131","Southington","9,278","7,923","1,355","21,166","135","115","20","36,430","83,109","182,669","11,433","171,022","214"
"06/23/2022","132","South Windsor","4,637","4,175","462","17,724","67","44","23","21,417","81,863","80,984","5,446","75,425","113"
"06/23/2022","133","Sprague","766","697","69","26,793","6","5","1","2,701","94,474","13,752","923","12,818","11"
"06/23/2022","134","Stafford","1,716","1,555","161","14,429","34","26","8","7,477","62,869","33,796","2,094","31,668","34"
"06/23/2022","135","Stamford","31,194","28,789","2,405","24,062","385","337","48","130,949","101,011","494,834","39,875","454,461","498"
"06/23/2022","136","Sterling","767","710","57","20,280","3","3","0","2,757","72,898","10,495","910","9,574","11"
"06/23/2022","137","Stonington","3,546","3,204","342","19,107","60","40","20","16,609","89,493","74,788","4,366","70,361","61"
"06/23/2022","138","Stratford","13,954","11,948","2,006","26,913","201","166","35","48,521","93,581","227,732","17,416","210,021","295"
"06/23/2022","139","Suffield","3,656","3,131","525","23,119","51","39","12","14,580","92,197","117,424","4,484","112,860","80"
"06/23/2022","140","Thomaston","1,873","1,577","296","24,857","18","18","0","6,352","84,300","31,274","2,346","28,900","28"
"06/23/2022","141","Thompson","1,822","1,718","104","19,426","14","9","5","6,596","70,327","26,503","2,171","24,290","42"
"06/23/2022","142","Tolland","2,307","2,071","236","15,782","25","12","13","11,651","79,703","45,822","2,709","43,065","48"
"06/23/2022","143","Torrington","7,978","7,550","428","23,434","183","163","20","29,467","86,556","155,831","9,834","145,737","260"
"06/23/2022","144","Trumbull","8,916","7,808","1,108","24,994","177","123","54","35,599","99,793","166,609","11,045","155,339","225"
"06/23/2022","145","Union","217","200","17","25,864","2","2","0","1,088","129,678","4,358","251","4,103","4"
"06/23/2022","146","Vernon","5,051","4,535","516","17,204","78","52","26","22,342","76,099","91,795","5,897","85,768","130"
"06/23/2022","147","Voluntown","527","492","35","20,996","6","6","0","2,121","84,502","8,415","624","7,784","7"
"06/23/2022","148","Wallingford","10,736","9,575","1,161","24,221","217","187","30","40,285","90,883","234,119","13,225","220,619","275"
"06/23/2022","149","Warren","157","115","42","11,254","0","0","0","1,033","74,050","3,839","179","3,655","5"
"06/23/2022","150","Washington","538","444","94","15,694","2","2","0","4,007","116,890","17,906","614","17,276","16"
"06/23/2022","151","Waterbury","33,758","29,509","4,249","31,383","503","442","61","106,787","99,274","545,359","43,546","500,902","911"
"06/23/2022","152","Waterford","4,477","4,180","297","23,882","77","57","20","18,135","96,741","87,275","5,392","81,793","90"
"06/23/2022","153","Watertown","5,219","4,451","768","24,187","78","71","7","19,431","90,050","95,584","6,653","88,780","151"
"06/23/2022","154","Westbrook","1,323","1,241","82","19,260","10","6","4","6,199","90,246","24,190","1,628","22,534","28"
"06/23/2022","155","West Hartford","11,766","10,412","1,354","18,687","274","207","67","58,869","93,495","293,811","14,385","279,127","299"
"06/23/2022","156","West Haven","13,686","11,947","1,739","25,057","164","149","15","49,497","90,621","242,853","17,071","225,507","275"
"06/23/2022","157","Weston","1,687","1,532","155","16,455","5","3","2","10,336","100,819","41,099","2,051","39,015","33"
"06/23/2022","158","Westport","5,224","4,775","449","18,336","37","27","10","30,546","107,213","144,594","6,366","138,117","111"
"06/23/2022","159","Wethersfield","5,962","5,509","453","22,924","55","46","9","22,934","88,181","107,991","7,351","100,520","120"
"06/23/2022","160","Willington","812","730","82","13,847","4","4","0","4,122","70,293","16,411","932","15,465","14"
"06/23/2022","161","Wilton","3,252","2,985","267","17,729","55","29","26","18,828","102,644","72,595","3,898","68,668","29"
"06/23/2022","162","Winchester","1,836","1,761","75","17,314","16","16","0","8,295","78,225","33,967","2,164","31,778","25"
"06/23/2022","163","Windham","6,984","6,558","426","28,435","71","48","23","22,382","91,128","117,600","8,996","108,458","146"
"06/23/2022","164","Windsor","7,052","6,448","604","24,543","164","126","38","27,217","94,724","152,754","8,916","143,674","164"
"06/23/2022","165","Windsor Locks","2,698","2,504","194","20,990","44","40","4","10,506","81,733","44,726","3,343","41,328","55"
"06/23/2022","166","Wolcott","4,089","3,557","532","24,652","64","54","10","14,323","86,351","71,384","5,162","66,117","105"
"06/23/2022","167","Woodbridge","1,698","1,518","180","19,406","48","42","6","8,665","99,029","50,532","2,114","48,347","71"
"06/23/2022","168","Woodbury","1,643","1,364","279","17,291","12","10","2","7,916","83,309","34,220","2,019","32,173","28"
"06/23/2022","169","Woodstock","1,440","1,391","49","18,325","7","7","0","6,739","85,760","23,639","1,680","21,930","29"
"06/22/2022","1","Andover","512","438","74","15,822","6","4","2","2,436","75,278","9,360","588","8,764","8"
"06/22/2022","2","Ansonia","4,900","4,211","689","26,268","49","39","10","16,299","87,375","76,923","6,034","70,732","157"
"06/22/2022","3","Ashford","742","669","73","17,438","5","4","1","3,397","79,835","13,152","894","12,245","13"
"06/22/2022","4","Avon","3,015","2,763","252","16,497","81","65","16","17,086","93,489","74,726","3,543","71,102","81"
"06/22/2022","5","Barkhamsted","525","490","35","14,559","8","7","1","2,698","74,820","11,001","619","10,368","14"
"06/22/2022","6","Beacon Falls","1,304","1,161","143","20,958","11","11","0","4,902","78,785","23,179","1,586","21,548","45"
"06/22/2022","7","Berlin","4,091","3,745","346","20,019","52","45","7","16,523","80,852","75,185","4,953","70,149","83"
"06/22/2022","8","Bethany","990","900","90","17,844","4","3","1","4,651","83,832","23,338","1,210","22,097","31"
"06/22/2022","9","Bethel","4,087","3,342","745","20,641","71","56","15","18,097","91,399","74,441","4,923","69,435","83"
"06/22/2022","10","Bethlehem","618","528","90","18,166","3","2","1","2,784","81,834","11,830","748","11,060","22"
"06/22/2022","11","Bloomfield","4,954","4,524","430","23,356","136","116","20","20,216","95,309","133,626","6,213","127,212","201"
"06/22/2022","12","Bolton","752","653","99","15,397","5","4","1","3,957","81,020","14,981","890","14,080","11"
"06/22/2022","13","Bozrah","609","560","49","22,340","7","7","0","2,224","81,585","10,021","734","9,278","9"
"06/22/2022","14","Branford","5,930","5,337","593","21,254","82","73","9","25,507","91,423","124,478","7,139","117,199","140"
"06/22/2022","15","Bridgeport","42,706","38,502","4,204","29,575","450","370","80","140,072","97,003","686,506","54,977","630,449","1,080"
"06/22/2022","16","Bridgewater","201","134","67","12,294","0","0","0","1,424","87,095","5,276","241","5,029","6"
"06/22/2022","17","Bristol","14,433","12,407","2,026","24,076","211","172","39","52,436","87,471","272,855","17,874","254,630","351"
"06/22/2022","18","Brookfield","3,718","2,981","737","21,905","27","20","7","15,820","93,207","62,703","4,438","58,205","60"
"06/22/2022","19","Brooklyn","2,118","2,007","111","25,604","18","18","0","7,570","91,514","45,709","2,582","43,099","28"
"06/22/2022","20","Burlington","1,748","1,496","252","18,013","8","6","2","7,900","81,410","33,549","2,099","31,412","38"
"06/22/2022","21","Canaan","28","27","1","2,659","0","0","0","356","33,808","1,281","35","1,246","0"
"06/22/2022","22","Canterbury","1,132","1,048","84","22,288","4","4","0","4,082","80,370","17,010","1,352","15,642","16"
"06/22/2022","23","Canton","1,461","1,316","145","14,248","39","32","7","8,262","80,573","35,033","1,688","33,319","26"
"06/22/2022","24","Chaplin","445","415","30","19,875","3","3","0","1,790","79,946","7,515","530","6,983","2"
"06/22/2022","25","Cheshire","6,354","5,631","723","21,958","80","66","14","26,349","91,056","166,285","7,623","158,514","148"
"06/22/2022","26","Chester","613","559","54","14,550","19","16","3","3,513","83,385","17,234","765","16,444","25"
"06/22/2022","27","Clinton","2,645","2,468","177","20,464","15","10","5","11,824","91,482","49,115","3,207","45,850","58"
