last_update_date,town_number,town,total_cases,confirmed_cases,probable_cases,case_rate,total_deaths,confirmed_deaths,probable_deaths,people_tested,rate_tested_per_100k,number_of_tests,number_of_positives,number_of_negatives,number_of_indeterminates
2022-01-04,126,Shelton,6403,5500,903,15568,181,149,32,33689,81911,139119,7735,131174,210
2022-01-04,127,Sherman,369,237,132,10165,3,0,3,2893,79697,8978,410,8552,16
2022-01-04,128,Simsbury,2128,1960,168,8380,28,23,5,20192,79512,77885,2470,75349,66
2022-01-04,129,Somers,1484,1357,127,13761,17,16,1,7552,70030,47880,1674,46142,64
2022-01-04,130,Southbury,2312,1907,405,11813,74,62,12,15874,81110,74385,2945,71367,73
2022-01-04,131,Southington,6154,5263,891,14039,111,97,14,33728,76945,155358,7518,147680,160
2022-01-04,132,South Windsor,2734,2493,241,10450,59,42,17,19284,73710,66232,3197,62970,65
2022-01-04,133,Sprague,507,459,48,17733,3,3,0,2548,89122,10853,598,10251,4
2022-01-04,134,Stafford,1100,1030,70,9249,27,20,7,6789,57084,27612,1321,26268,23
2022-01-04,135,Stamford,22144,20567,1577,17081,339,299,40,118694,91558,401756,28242,373107,407
2022-01-04,136,Sterling,539,502,37,14252,1,1,0,2509,66341,8747,632,8110,5
2022-01-04,137,Stonington,2057,1873,184,11084,42,29,13,15158,81675,59447,2503,56903,41
2022-01-04,138,Stratford,8988,7495,1493,17335,175,141,34,44305,85450,184459,10897,173338,224
2022-01-04,139,Suffield,2344,1964,380,14822,41,32,9,13190,83407,91705,2770,88889,46
2022-01-04,140,Thomaston,1346,1155,191,17863,16,14,2,5911,78447,26650,1676,24951,23
2022-01-04,141,Thompson,1250,1176,74,13328,9,5,4,6041,64410,20268,1442,18806,20
2022-01-04,142,Tolland,1461,1315,146,9995,20,11,9,10794,73840,38900,1700,37173,27
2022-01-04,143,Torrington,5278,5091,187,15503,156,138,18,27156,79767,131080,6390,124472,218
2022-01-04,144,Trumbull,5577,4799,778,15634,160,111,49,32620,91442,136167,6789,129225,153
2022-01-04,145,Union,132,123,9,15733,1,1,0,948,112992,3502,152,3348,2
2022-01-04,146,Vernon,3197,2910,287,10889,59,45,14,20215,68855,77072,3687,73296,89
2022-01-04,147,Voluntown,354,333,21,14104,6,6,0,1970,78486,6924,409,6508,7
2022-01-04,148,Wallingford,6927,6277,650,15627,189,165,24,37122,83748,196437,8485,187735,217
2022-01-04,149,Warren,94,64,30,6738,0,0,0,952,68244,3319,103,3212,4
2022-01-04,150,Washington,312,250,62,9102,2,2,0,3702,107993,15441,359,15073,9
2022-01-04,151,Waterbury,24172,21197,2975,22471,424,367,57,96847,90033,441529,30518,410308,703
2022-01-04,152,Waterford,2624,2460,164,13998,69,51,18,16839,89827,71941,3100,68778,63
2022-01-04,153,Watertown,3801,3211,590,17615,64,55,9,18029,83553,81152,4794,76241,117
2022-01-04,154,Westbrook,827,764,63,12040,6,5,1,5735,83491,19754,1010,18727,17
2022-01-04,155,West Hartford,7368,6566,802,11702,246,182,64,54547,86631,240869,8928,231729,212
2022-01-04,156,West Haven,9281,8083,1198,16992,126,111,15,45102,82574,197298,11210,185885,203
2022-01-04,157,Weston,985,874,111,9608,5,3,2,9538,93036,30692,1176,29495,21
2022-01-04,158,Westport,2846,2576,270,9989,32,23,9,28251,99158,110267,3450,106736,81
2022-01-04,159,Wethersfield,3952,3674,278,15195,46,38,8,21099,81125,91597,4760,86766,71
2022-01-04,160,Willington,516,460,56,8799,3,3,0,3835,65399,13731,585,13140,6
2022-01-04,161,Wilton,1906,1702,204,10391,50,27,23,17407,94897,59138,2265,56855,18
2022-01-04,162,Winchester,1095,1058,37,10326,10,10,0,7665,72284,28208,1267,26922,19
2022-01-04,163,Windham,4517,4243,274,18391,58,39,19,20697,84268,100080,5553,94438,89
2022-01-04,164,Windsor,4546,4259,287,15822,142,105,37,24771,86211,125555,5636,119804,115
2022-01-04,165,Windsor Locks,1735,1643,92,13498,36,34,2,9510,73985,36392,2142,34217,33
2022-01-04,166,Wolcott,2955,2584,371,17815,57,47,10,13335,80394,59961,3715,56167,79
2022-01-04,167,Woodbridge,949,841,108,10846,44,39,5,8012,91566,36952,1187,35719,46
2022-01-04,168,Woodbury,1102,913,189,11598,10,8,2,7368,77542,29001,1364,27623,14
2022-01-04,169,Woodstock,943,918,25,12001,7,7,0,6190,78773,19715,1077,18618,20
2022-01-05,1,Andover,320,277,43,9889,4,3,1,2256,69716,7721,361,7355,5
2022-01-05,2,Ansonia,3250,2748,502,17423,37,33,4,14909,79924,62687,3914,58634,139
2022-01-05,3,Ashford,458,415,43,10764,5,4,1,3113,73161,10688,527,10151,10
2022-01-05,4,Avon,1779,1667,112,9734,76,61,15,15564,85161,60345,2061,58219,65
2022-01-05,5,Barkhamsted,333,316,17,9235,7,6,1,2496,69218,9135,389,8734,12
2022-01-05,6,Beacon Falls,915,812,103,14706,7,7,0,4588,73738,19316,1094,18182,40
2022-01-05,7,Berlin,2698,2499,199,13202,44,38,6,15186,74310,62853,3242,59551,60
2022-01-05,8,Bethany,663,598,65,11950,4,3,1,4318,77830,17966,800,17146,20
2022-01-05,9,Bethel,2833,2318,515,14308,63,49,14,16773,84712,62970,3403,59508,59
2022-01-05,10,Bethlehem,473,400,73,13904,2,2,0,2590,76132,10046,554,9476,16
2022-01-05,11,Bloomfield,3252,3023,229,15332,125,105,20,18103,85347,110825,4004,106654,167
2022-01-05,12,Bolton,507,445,62,10381,6,4,2,3665,75041,12560,602,11949,9
2022-01-05,13,Bozrah,406,376,30,14894,7,7,0,2074,76082,8324,475,7844,5
2022-01-05,14,Branford,3863,3421,442,13846,72,65,7,23649,84763,101085,4592,96405,88
2022-01-05,15,Bridgeport,30318,27102,3216,20996,364,293,71,127147,88053,563075,37402,524904,769
2022-01-05,16,Bridgewater,143,90,53,8746,0,0,0,1341,82018,4477,170,4305,2
2022-01-05,17,Bristol,10033,8821,1212,16736,170,141,29,48322,80608,230352,12273,217795,284
2022-01-05,18,Brookfield,2669,2097,572,15725,21,15,6,14800,87197,53593,3166,50386,41
2022-01-05,19,Brooklyn,1430,1372,58,17287,14,14,0,6970,84260,37223,1695,35508,20
2022-01-05,20,Burlington,1131,984,147,11655,5,5,0,7319,75423,28032,1348,26659,25
2022-01-05,21,Canaan,21,21,0,1994,0,0,0,354,33618,1139,26,1113,0
2022-01-05,22,Canterbury,787,733,54,15495,2,2,0,3838,75566,14274,925,13340,9
2022-01-05,23,Canton,901,828,73,8787,37,31,6,7630,74410,29067,1029,28021,17
2022-01-05,24,Chaplin,269,251,18,12014,1,1,0,1655,73917,6318,315,6002,1
2022-01-05,25,Cheshire,3958,3469,489,13678,62,52,10,24462,84535,133927,4678,129158,91
2022-01-05,26,Chester,348,318,30,8260,18,15,3,3250,77142,14827,435,14371,21
2022-01-05,27,Clinton,1623,1507,116,12557,12,8,4,10919,84480,40007,1949,38016,42
2022-01-05,28,Colchester,2065,1844,221,13062,33,22,11,13133,83073,54520,2456,52010,54
2022-01-05,29,Colebrook,99,97,2,7071,0,0,0,818,58429,3187,109,3075,3
2022-01-05,30,Columbia,611,541,70,11359,8,7,1,4181,77728,15228,707,14513,8
2022-01-05,31,Cornwall,119,113,6,8737,1,0,1,1311,96256,3792,136,3656,0
2022-01-05,32,Coventry,1362,1192,170,10978,10,9,1,9253,74579,32503,1569,30902,32
2022-01-05,33,Cromwell,1969,1783,186,14228,58,38,20,11778,85107,56642,2370,54208,64
2022-01-05,34,Danbury,16340,14579,1761,19293,200,168,32,74774,88287,279260,19857,259021,382
2022-01-05,35,Darien,2504,2174,330,11524,12,11,1,20757,95531,73389,3071,70269,49
2022-01-05,36,Deep River,449,413,36,10106,1,1,0,3546,79811,13045,542,12489,14
2022-01-05,37,Derby,2086,1776,310,16906,22,20,2,10034,81319,40889,2524,38291,74
2022-01-05,38,Durham,954,857,97,13315,7,6,1,5818,81200,24643,1161,23467,15
2022-01-05,39,Eastford,176,167,9,9832,3,2,1,1126,62905,3801,207,3593,1
2022-01-05,40,East Granby,557,493,64,10837,3,2,1,4023,78268,15066,679,14383,4
2022-01-05,41,East Haddam,818,700,118,9092,23,11,12,6269,69679,25436,965,24455,16
2022-01-05,42,East Hampton,1514,1310,204,11828,20,14,6,9905,77383,38636,1804,36807,25
2022-01-05,43,East Hartford,9889,9129,760,19829,167,129,38,41228,82668,194389,12259,181876,254
2022-01-05,44,East Haven,5329,4581,748,18653,87,67,20,23936,83783,101792,6357,95353,82
2022-01-05,45,East Lyme,2156,1959,197,11678,55,43,12,16555,89671,76381,2547,73805,29
2022-01-05,46,Easton,861,734,127,11448,3,2,1,6556,87169,21305,1035,20252,18
2022-01-05,47,East Windsor,1500,1361,139,12856,52,39,13,8524,73055,39997,1830,38116,51
2022-01-05,48,Ellington,1638,1480,158,9947,21,14,7,11310,68683,36237,1892,34318,27
2022-01-05,49,Enfield,5842,5315,527,13381,69,62,7,31443,72020,144963,6982,137796,185
2022-01-05,50,Essex,632,576,56,9478,13,12,1,5412,81164,21097,797,20286,14
2022-01-05,51,Fairfield,8892,7820,1072,14332,218,167,51,60771,97947,307858,10487,297111,260
2022-01-05,52,Farmington,2691,2424,267,10554,54,46,8,21381,83857,97101,3176,93809,116
2022-01-05,53,Franklin,302,284,18,15729,2,2,0,1389,72344,5767,357,5403,7
2022-01-05,54,Glastonbury,3806,3414,392,11038,112,91,21,27693,80311,105049,4633,100333,83
2022-01-05,55,Goshen,295,280,15,10304,1,1,0,2355,82256,8252,360,7885,7
2022-01-05,56,Granby,1002,893,109,8708,31,28,3,8236,71574,29416,1185,28200,31
2022-01-05,57,Greenwich,8595,7900,695,13678,100,76,24,60954,96999,232641,10426,222047,168
2022-01-05,58,Griswold,1999,1834,165,17331,24,18,6,9637,83553,37956,2326,35616,14
2022-01-05,59,Groton,4696,4235,461,12218,99,59,40,30227,78642,123505,5621,117782,102
2022-01-05,60,Guilford,2342,2105,237,10581,37,29,8,18983,85768,75736,2742,72954,40
2022-01-05,61,Haddam,864,795,69,10546,10,5,5,6351,77517,25163,1042,24111,10
2022-01-05,62,Hamden,9463,8152,1311,15627,202,172,30,54299,89667,348444,11371,336793,280
2022-01-05,63,Hampton,304,288,16,16504,1,1,0,1769,96037,6676,355,6320,1
2022-01-05,64,Hartford,25129,23590,1539,20580,339,298,41,105585,86471,583010,30889,551472,649
2022-01-05,65,Hartland,179,167,12,8443,4,4,0,1214,57264,4342,218,4119,5
2022-01-05,66,Harwinton,673,623,50,12417,7,5,2,4073,75148,15967,803,15145,19
2022-01-05,67,Hebron,1032,897,135,10859,12,9,3,7048,74158,25501,1211,24274,16
2022-01-05,68,Kent,260,219,41,9363,1,1,0,3668,132085,19185,305,18880,0
2022-01-05,69,Killingly,3161,3025,136,18234,70,50,20,14041,80993,56074,3752,52286,36
2022-01-05,70,Killingworth,661,595,66,10387,9,6,3,5023,78928,19372,767,18585,20
2022-01-05,71,Lebanon,931,852,79,13032,5,4,1,5654,79143,21970,1099,20860,11
2022-01-05,72,Ledyard,2001,1833,168,13686,13,12,1,12754,87231,47269,2349,44881,39
2022-01-05,73,Lisbon,563,523,40,13341,9,9,0,2909,68934,11986,671,11300,15
2022-01-05,74,Litchfield,869,783,86,10736,12,10,2,6460,79812,25930,1018,24888,24
2022-01-05,75,Lyme,175,157,18,7556,1,0,1,1812,78238,6302,212,6088,2
2022-01-05,76,Madison,1955,1799,156,10843,38,30,8,16518,91614,66639,2352,64248,39
2022-01-05,77,Manchester,7959,7025,934,13822,167,127,40,44593,77440,189081,9687,179186,208
2022-01-05,78,Mansfield,2033,1822,211,7977,28,23,5,16183,63495,87678,2243,85382,53
2022-01-05,79,Marlborough,710,625,85,11208,26,17,9,4866,76811,21629,845,20770,14
2022-01-05,80,Meriden,12588,11464,1124,21194,178,156,22,52267,87999,269748,15355,254040,353
2022-01-05,81,Middlebury,1121,932,189,14375,21,17,4,6679,85650,29994,1382,28558,54
2022-01-05,82,Middlefield,439,392,47,10037,2,1,1,3409,77938,14156,566,13577,13
2022-01-05,83,Middletown,6831,6176,655,14767,160,124,36,40686,87955,397127,8656,388204,267
2022-01-05,84,Milford,7933,7054,879,14490,149,131,18,42289,77244,170277,9522,160596,159
2022-01-05,85,Monroe,2725,2222,503,14022,17,13,4,15992,82289,58471,3246,55182,43
2022-01-05,86,Montville,2967,2729,238,16031,40,36,4,15658,84601,82523,3463,78993,67
2022-01-05,87,Morris,236,221,15,10470,3,3,0,1695,75200,6397,270,6123,4
2022-01-05,88,Naugatuck,5685,4857,828,18275,111,98,13,25192,80982,123800,7225,116316,259
2022-01-05,89,New Britain,14959,13825,1134,20635,232,193,39,59341,81855,270361,18276,251671,414
2022-01-05,90,New Canaan,2485,2186,299,12282,41,37,4,20226,99965,73275,2980,70250,45
2022-01-05,91,New Fairfield,1859,1525,334,13395,7,4,3,10930,78758,35405,2144,33230,31
2022-01-05,92,New Hartford,715,668,47,10742,5,4,1,4905,73693,17496,850,16636,10
2022-01-05,93,New Haven,23196,21527,1669,17809,230,198,32,117326,90078,688398,27641,660162,595
2022-01-05,94,Newington,4563,4273,290,15203,120,103,17,24472,81535,109103,5573,103397,133
2022-01-05,95,New London,5194,4932,262,19339,39,33,6,28952,107797,282218,6240,275813,165
2022-01-05,96,New Milford,3748,2525,1223,13982,47,36,11,22276,83104,89955,4356,85488,111
2022-01-05,97,Newtown,3475,2785,690,12459,68,57,11,22987,82417,95611,4146,91401,64
2022-01-05,98,Norfolk,90,87,3,5521,0,0,0,771,47301,3075,103,2972,0
2022-01-05,99,North Branford,2077,1745,332,14683,23,10,13,10866,76813,45452,2459,42951,42
2022-01-05,100,North Canaan,368,359,9,11320,16,15,1,2856,87850,14763,417,14335,11
2022-01-05,101,North Haven,3908,3143,765,16501,58,51,7,20490,86518,88949,4693,84201,55
2022-01-05,102,North Stonington,636,581,55,12240,5,4,1,3629,69842,12689,729,11956,4
2022-01-05,103,Norwalk,16760,15205,1555,18870,241,207,34,82930,93373,314790,21227,293223,340
2022-01-05,104,Norwich,7168,6461,707,18489,66,57,9,34170,88140,139740,8604,131045,91
2022-01-05,105,Old Lyme,684,644,40,9362,3,3,0,6630,90747,22815,857,21945,13
2022-01-05,106,Old Saybrook,1289,1201,88,12812,61,50,11,9368,93112,38663,1546,37086,31
2022-01-05,107,Orange,1910,1682,228,13715,20,17,3,11796,84705,43482,2230,41215,37
2022-01-05,108,Oxford,1722,1519,203,12991,24,21,3,9978,75277,37326,2091,35193,42
2022-01-05,109,Plainfield,2684,2511,173,17745,39,34,5,11760,77752,47172,3165,43985,22
2022-01-05,110,Plainville,2688,2328,360,15330,47,45,2,13490,76936,61919,3303,58535,81
2022-01-05,111,Plymouth,1691,1441,250,14580,14,12,2,8727,75246,37936,2045,35847,44
2022-01-05,112,Pomfret,488,461,27,11611,5,4,1,4144,98596,17482,598,16875,9
2022-01-05,113,Portland,1050,958,92,11331,24,18,6,7562,81601,33914,1252,32638,24
2022-01-05,114,Preston,689,631,58,14897,6,6,0,3828,82768,14818,800,14002,16
2022-01-05,115,Prospect,1514,1304,210,15605,5,5,0,7417,76448,30975,1869,29063,43
2022-01-05,116,Putnam,1558,1488,70,16594,35,32,3,7483,79700,26164,1825,24326,13
2022-01-05,117,Redding,909,785,124,9971,19,15,4,7461,81845,27561,1126,26414,21
2022-01-05,118,Ridgefield,2699,2361,338,10814,61,47,14,22319,89423,82620,3312,79253,55
2022-01-05,119,Rocky Hill,2804,2518,286,13940,137,116,21,15692,78011,73506,3466,69939,101
2022-01-05,120,Roxbury,205,149,56,9526,1,0,1,1805,83875,5874,239,5633,2
2022-01-05,121,Salem,550,508,42,13470,5,5,0,3340,81803,12428,663,11753,12
2022-01-05,122,Salisbury,260,246,14,7222,1,0,1,4683,130083,18565,299,18259,7
2022-01-05,123,Scotland,85,83,2,5084,2,2,0,458,27392,1706,102,1604,0
2022-01-05,124,Seymour,2690,2352,338,16366,70,62,8,13100,79698,58146,3194,54835,117
2022-01-05,125,Sharon,202,197,5,7512,2,2,0,2094,77873,8068,256,7812,0
2022-01-05,126,Shelton,6480,5571,909,15755,181,149,32,33729,82008,139474,7833,131429,212
2022-01-05,127,Sherman,376,242,134,10358,3,0,3,2896,79780,9001,417,8568,16
2022-01-05,128,Simsbury,2190,2019,171,8624,28,23,5,20241,79705,78206,2538,75602,66
2022-01-05,129,Somers,1507,1380,127,13974,17,16,1,7565,70150,47935,1702,46169,64
2022-01-05,130,Southbury,2362,1945,417,12069,74,62,12,15916,81324,74805,3009,71723,73
2022-01-05,131,Southington,6311,5407,904,14397,111,97,14,33818,77150,156197,7701,148335,161
2022-01-05,132,South Windsor,2817,2575,242,10768,59,42,17,19328,73878,66479,3288,63124,67
2022-01-05,133,Sprague,512,463,49,17908,3,3,0,2546,89052,10871,603,10263,5
2022-01-05,134,Stafford,1126,1057,69,9468,27,20,7,6805,57219,27696,1356,26317,23
2022-01-05,135,Stamford,22408,20811,1597,17285,339,299,40,118950,91756,403014,28599,374007,408
2022-01-05,136,Sterling,546,508,38,14437,1,1,0,2515,66499,8769,639,8125,5
2022-01-05,137,Stonington,2100,1914,186,11315,42,29,13,15175,81766,59556,2551,56963,42
2022-01-05,138,Stratford,9140,7639,1501,17628,175,141,34,44403,85639,185149,11111,173807,231
2022-01-05,139,Suffield,2391,2003,388,15120,41,32,9,13232,83673,92367,2824,89497,46
2022-01-05,140,Thomaston,1372,1171,201,18208,16,14,2,5927,78660,26769,1706,25040,23
2022-01-05,141,Thompson,1275,1199,76,13594,9,5,4,6049,64495,20339,1472,18847,20
2022-01-05,142,Tolland,1495,1344,151,10227,20,11,9,10817,73998,39044,1739,37278,27
2022-01-05,143,Torrington,5435,5249,186,15965,156,138,18,27241,80017,131597,6578,124799,220
2022-01-05,144,Trumbull,5680,4898,782,15922,160,111,49,32679,91607,136540,6907,129480,153
2022-01-05,145,Union,136,127,9,16210,1,1,0,954,113707,3529,156,3371,2
2022-01-05,146,Vernon,3269,2981,288,11135,59,45,14,20259,69004,77294,3768,73437,89
2022-01-05,147,Voluntown,357,336,21,14223,6,6,0,1973,78606,6943,412,6524,7
2022-01-05,148,Wallingford,7047,6381,666,15898,189,165,24,37200,83924,197037,8624,188194,219
2022-01-05,149,Warren,95,65,30,6810,0,0,0,952,68244,3323,104,3215,4
2022-01-05,150,Washington,318,254,64,9277,2,2,0,3707,108139,15466,367,15090,9
2022-01-05,151,Waterbury,24606,21623,2983,22875,424,367,57,97070,90241,443105,31082,411315,708
2022-01-05,152,Waterford,2668,2501,167,14232,69,51,18,16869,89987,72143,3154,68926,63
2022-01-05,153,Watertown,3855,3260,595,17865,64,55,9,18052,83659,81341,4856,76368,117
2022-01-05,154,Westbrook,835,772,63,12156,6,5,1,5741,83578,19780,1021,18742,17
2022-01-05,155,West Hartford,7519,6715,804,11942,246,182,64,54635,86770,241777,9120,232442,215
2022-01-05,156,West Haven,9392,8181,1211,17195,126,111,15,45157,82675,197780,11375,186198,207
2022-01-05,157,Weston,998,887,111,9735,5,3,2,9546,93114,30760,1190,29549,21
2022-01-05,158,Westport,2881,2598,283,10112,32,23,9,28274,99238,110466,3492,106893,81
2022-01-05,159,Wethersfield,4038,3756,282,15526,46,38,8,21139,81279,91955,4871,87013,71
2022-01-05,160,Willington,525,469,56,8953,3,3,0,3843,65535,13799,594,13199,6
2022-01-05,161,Wilton,1949,1741,208,10625,50,27,23,17427,95006,59330,2318,56994,18
2022-01-05,162,Winchester,1127,1090,37,10628,10,10,0,7681,72435,28305,1302,26984,19
2022-01-05,163,Windham,4619,4332,287,18806,58,39,19,20727,84390,100242,5685,94467,90
2022-01-05,164,Windsor,4674,4382,292,16267,142,105,37,24855,86503,126089,5790,120184,115
2022-01-05,165,Windsor Locks,1778,1686,92,13832,36,34,2,9530,74140,36550,2191,34324,35
2022-01-05,166,Wolcott,3008,2630,378,18135,57,47,10,13363,80563,60144,3776,56289,79
2022-01-05,167,Woodbridge,956,847,109,10926,44,39,5,8013,91577,37057,1193,35818,46
2022-01-05,168,Woodbury,1119,929,190,11776,10,8,2,7373,77594,29096,1386,27696,14
2022-01-05,169,Woodstock,954,928,26,12140,7,7,0,6193,78811,19768,1090,18658,20
2022-01-06,1,Andover,327,284,43,10105,4,3,1,2264,69963,7748,368,7375,5
2022-01-06,2,Ansonia,3295,2790,505,17664,37,33,4,14932,80047,62911,3961,58810,140
2022-01-06,3,Ashford,468,424,44,10999,5,4,1,3127,73490,10732,537,10185,10
2022-01-06,4,Avon,1815,1695,120,9931,76,61,15,15601,85363,60584,2109,58410,65
2022-01-06,5,Barkhamsted,337,320,17,9346,7,6,1,2499,69301,9173,393,8768,12
2022-01-06,6,Beacon Falls,925,822,103,14867,7,7,0,4590,73770,19343,1105,18198,40
2022-01-06,7,Berlin,2744,2539,205,13427,44,38,6,15218,74467,63054,3293,59700,61
2022-01-06,8,Bethany,666,601,65,12004,4,3,1,4321,77884,17991,803,17168,20
2022-01-06,9,Bethel,2905,2378,527,14672,63,49,14,16817,84934,63205,3483,59663,59
2022-01-06,10,Bethlehem,478,403,75,14051,2,2,0,2593,76220,10073,560,9496,17
2022-01-06,11,Bloomfield,3315,3077,238,15629,125,105,20,18150,85569,111147,4082,106897,168
2022-01-06,12,Bolton,511,449,62,10463,6,4,2,3663,75000,12568,606,11953,9
2022-01-06,13,Bozrah,407,377,30,14930,7,7,0,2072,76009,8338,476,7857,5
2022-01-06,14,Branford,3904,3444,460,13993,72,65,7,23675,84857,101238,4641,96509,88
2022-01-06,15,Bridgeport,30899,27607,3292,21398,364,293,71,127436,88253,564749,38141,525834,774
2022-01-06,16,Bridgewater,149,97,52,9113,0,0,0,1342,82080,4509,177,4330,2
2022-01-06,17,Bristol,10197,8968,1229,17010,170,141,29,48415,80763,231201,12472,218446,283
2022-01-06,18,Brookfield,2716,2137,579,16002,21,15,6,14816,87292,53792,3216,50535,41
2022-01-06,19,Brooklyn,1458,1399,59,17626,14,14,0,6995,84562,37349,1730,35599,20
2022-01-06,20,Burlington,1156,998,158,11913,5,5,0,7343,75670,28170,1378,26767,25
2022-01-06,21,Canaan,22,22,0,2089,0,0,0,356,33808,1142,27,1115,0
2022-01-06,22,Canterbury,798,743,55,15712,2,2,0,3841,75625,14324,937,13378,9
2022-01-06,23,Canton,931,852,79,9079,37,31,6,7646,74566,29196,1060,28119,17
2022-01-06,24,Chaplin,278,261,17,12416,1,1,0,1657,74006,6357,327,6029,1
2022-01-06,25,Cheshire,4009,3515,494,13854,62,52,10,24491,84636,134086,4732,129262,92
2022-01-06,26,Chester,352,322,30,8355,18,15,3,3254,77237,14843,441,14381,21
2022-01-06,27,Clinton,1637,1515,122,12665,12,8,4,10925,84526,40077,1965,38069,43
2022-01-06,28,Colchester,2097,1869,228,13265,33,22,11,13138,83105,54667,2497,52116,54
2022-01-06,29,Colebrook,99,97,2,7071,0,0,0,818,58429,3190,109,3078,3
2022-01-06,30,Columbia,620,550,70,11526,8,7,1,4186,77821,15271,718,14545,8
2022-01-06,31,Cornwall,123,117,6,9031,1,0,1,1314,96476,3812,140,3672,0
2022-01-06,32,Coventry,1387,1212,175,11179,10,9,1,9268,74700,32603,1596,30975,32
2022-01-06,33,Cromwell,1996,1805,191,14423,58,38,20,11786,85165,56755,2402,54288,65
2022-01-06,34,Danbury,16597,14797,1800,19596,200,168,32,74909,88447,280249,20176,259689,384
2022-01-06,35,Darien,2526,2187,339,11626,12,11,1,20784,95655,73523,3093,70381,49
2022-01-06,36,Deep River,457,421,36,10286,1,1,0,3552,79946,13077,552,12510,15
2022-01-06,37,Derby,2108,1797,311,17084,22,20,2,10046,81417,40977,2548,38355,74
2022-01-06,38,Durham,959,862,97,13385,7,6,1,5820,81228,24681,1168,23498,15
2022-01-06,39,Eastford,179,169,10,10000,3,2,1,1127,62961,3818,211,3606,1
2022-01-06,40,East Granby,571,507,64,11109,3,2,1,4034,78482,15152,698,14450,4
2022-01-06,41,East Haddam,822,704,118,9136,23,11,12,6276,69757,25474,969,24489,16
