last_update_date,town_number,town,total_cases,confirmed_cases,probable_cases,case_rate,total_deaths,confirmed_deaths,probable_deaths,people_tested,rate_tested_per_100k,number_of_tests,number_of_positives,number_of_negatives,number_of_indeterminates
2022-06-02,84,Milford,12045,10877,1168,22001,182,159,23,46422,84794,217880,14852,202816,212
2022-06-02,85,Monroe,4088,3447,641,21035,24,16,8,17213,88572,70195,4933,65198,64
2022-06-02,86,Montville,4500,4145,355,24314,49,44,5,16851,91047,97520,5370,92050,100
2022-06-02,87,Morris,329,304,25,14596,3,3,0,1816,80568,7352,381,6965,6
2022-06-02,88,Naugatuck,8180,6815,1365,26295,138,121,17,27354,87932,149817,10438,139075,304
2022-06-02,89,New Britain,20228,18643,1585,27903,273,225,48,63912,88161,312430,25153,286792,485
2022-06-02,90,New Canaan,3555,3152,403,17570,44,38,6,21600,106756,85772,4233,81475,64
2022-06-02,91,New Fairfield,2560,2134,426,18446,9,6,3,11670,84090,41404,3006,38354,44
2022-06-02,92,New Hartford,1096,1028,68,16466,6,5,1,5225,78501,20484,1319,19147,18
2022-06-02,93,New Haven,35392,32796,2596,27172,287,255,32,127998,98271,919390,44048,874090,1252
2022-06-02,94,Newington,6623,6145,478,22066,137,116,21,26332,87732,127731,8201,119367,163
2022-06-02,95,New London,7905,7403,502,29433,51,45,6,30729,114413,336964,9672,326994,298
2022-06-02,96,New Milford,5197,3514,1683,19388,62,45,17,23943,89323,103709,6137,97433,139
2022-06-02,97,Newtown,5049,4168,881,18103,80,68,12,24539,87982,115038,6053,108893,92
2022-06-02,98,Norfolk,137,130,7,8405,1,1,0,793,48650,3446,160,3283,3
2022-06-02,99,North Branford,3156,2718,438,22310,29,15,14,11721,82857,56209,3795,52359,55
2022-06-02,100,North Canaan,544,525,19,16733,19,18,1,3083,94832,17847,618,17213,16
2022-06-02,101,North Haven,5932,4847,1085,25048,64,60,4,22192,93704,111519,7219,104201,99
2022-06-02,102,North Stonington,992,911,81,19092,9,7,2,3980,76597,15430,1165,14254,11
2022-06-02,103,Norwalk,23090,20982,2108,25998,271,236,35,89254,100493,377248,29571,347266,411
2022-06-02,104,Norwich,10503,9403,1100,27092,99,84,15,36503,94158,165053,13036,151871,146
2022-06-02,105,Old Lyme,1286,1217,69,17602,4,3,1,7165,98070,27953,1553,26378,22
2022-06-02,106,Old Saybrook,2112,1970,142,20992,66,53,13,10141,100795,47055,2585,44428,42
2022-06-02,107,Orange,2963,2665,298,21277,24,21,3,12809,91979,54825,3525,51250,50
2022-06-02,108,Oxford,2469,2188,281,18627,33,32,1,10729,80943,44559,3011,41498,50
2022-06-02,109,Plainfield,3854,3573,281,25481,54,46,8,12614,83398,55861,4671,51164,26
2022-06-02,110,Plainville,3873,3316,557,22089,60,57,3,14478,82571,72468,4815,67561,92
2022-06-02,111,Plymouth,2387,2037,350,20581,19,16,3,9429,81298,44687,2930,41701,56
2022-06-02,112,Pomfret,806,715,91,19177,7,6,1,4422,105211,21649,971,20668,10
2022-06-02,113,Portland,1635,1486,149,17643,30,22,8,8024,86587,39646,1992,37618,36
2022-06-02,114,Preston,1075,978,97,23243,9,9,0,4093,88497,18161,1260,16876,25
2022-06-02,115,Prospect,2086,1799,287,21501,10,10,0,7871,81128,36453,2586,33816,51
2022-06-02,116,Putnam,2210,2113,97,23538,35,32,3,8118,86463,31732,2661,29044,27
2022-06-02,117,Redding,1390,1230,160,15248,22,18,4,7964,87363,32193,1724,30435,34
2022-06-02,118,Ridgefield,4293,3847,446,17200,70,52,18,23787,95304,98681,5245,93344,92
2022-06-02,119,Rocky Hill,4199,3755,444,20875,149,125,24,17141,85215,88679,5373,83181,125
2022-06-02,120,Roxbury,313,224,89,14545,2,0,2,1941,90195,6821,362,6456,3
2022-06-02,121,Salem,819,768,51,20059,5,5,0,3528,86407,14731,1009,13706,16
2022-06-02,122,Salisbury,536,477,59,14889,2,1,1,5134,142611,22594,638,21944,12
2022-06-02,123,Scotland,122,118,4,7297,2,2,0,481,28768,2002,149,1853,0
2022-06-02,124,Seymour,3941,3477,464,23976,82,67,15,14169,86202,69264,4789,64337,138
2022-06-02,125,Sharon,283,273,10,10524,4,3,1,2236,83154,9387,350,9035,2
2022-06-02,126,Shelton,9724,8463,1261,23643,212,169,43,36986,89927,171533,11953,159313,267
2022-06-02,127,Sherman,515,354,161,14187,3,0,3,3102,85455,10424,576,9829,19
2022-06-02,128,Simsbury,3569,3268,301,14054,34,29,5,21880,86159,92746,4181,88482,83
2022-06-02,129,Somers,2061,1899,162,19112,23,20,3,8285,76827,58418,2399,55942,77
2022-06-02,130,Southbury,3518,2844,674,17976,85,72,13,17077,87257,87118,4433,82589,96
2022-06-02,131,Southington,9076,7769,1307,20705,135,115,20,36237,82669,180728,11172,169344,212
2022-06-02,132,South Windsor,4514,4088,426,17254,66,43,23,21256,81248,79797,5291,74401,105
2022-06-02,133,Sprague,759,693,66,26548,6,5,1,2692,94159,13570,915,12644,11
2022-06-02,134,Stafford,1684,1525,159,14160,34,26,8,7419,62381,33439,2049,31356,34
2022-06-02,135,Stamford,30571,28217,2354,23582,384,336,48,130127,100377,488772,39096,449188,488
2022-06-02,136,Sterling,757,704,53,20016,3,3,0,2748,72660,10389,899,9479,11
2022-06-02,137,Stonington,3481,3153,328,18756,59,40,19,16542,89132,73964,4291,69612,61
2022-06-02,138,Stratford,13760,11763,1997,26539,201,166,35,48345,93242,225155,17163,207702,290
2022-06-02,139,Suffield,3571,3048,523,22581,52,39,13,14492,91640,114260,4364,109820,76
2022-06-02,140,Thomaston,1839,1550,289,24406,18,18,0,6328,83981,30992,2306,28659,27
2022-06-02,141,Thompson,1805,1700,105,19245,13,8,5,6561,69954,26043,2141,23864,38
2022-06-02,142,Tolland,2256,2030,226,15433,25,12,13,11596,79327,45329,2643,42639,47
2022-06-02,143,Torrington,7838,7465,373,23023,182,162,20,29283,86015,153858,9642,143963,253
2022-06-02,144,Trumbull,8754,7648,1106,24540,176,122,54,35444,99358,164709,10850,153638,221
2022-06-02,145,Union,215,200,15,25626,2,2,0,1077,128367,4303,248,4051,4
2022-06-02,146,Vernon,4970,4474,496,16928,78,52,26,22245,75769,90777,5796,84851,130
2022-06-02,147,Voluntown,514,479,35,20478,6,6,0,2113,84183,8311,610,7694,7
2022-06-02,148,Wallingford,10538,9409,1129,23774,215,186,29,40081,90423,231716,12973,218473,270
2022-06-02,149,Warren,153,113,40,10968,0,0,0,1024,73405,3804,175,3624,5
2022-06-02,150,Washington,529,437,92,15432,2,2,0,3982,116161,17790,603,17171,16
2022-06-02,151,Waterbury,33417,29234,4183,31066,502,441,61,106174,98704,538065,43046,494124,895
2022-06-02,152,Waterford,4393,4116,277,23434,75,56,19,18045,96261,86332,5283,80960,89
2022-06-02,153,Watertown,5165,4405,760,23936,77,70,7,19341,89633,94650,6569,87934,147
2022-06-02,154,Westbrook,1301,1219,82,18940,10,6,4,6169,89809,23917,1603,22287,27
2022-06-02,155,West Hartford,11423,10160,1263,18142,273,206,67,58565,93012,289639,13959,275387,293
2022-06-02,156,West Haven,13541,11813,1728,24791,163,149,14,49316,90289,240579,16850,223463,266
2022-06-02,157,Weston,1657,1507,150,16163,5,3,2,10295,100419,40347,2008,38306,33
2022-06-02,158,Westport,5058,4624,434,17753,37,27,10,30420,106771,142304,6167,136032,105
2022-06-02,159,Wethersfield,5835,5421,414,22435,55,46,9,22796,87650,106735,7180,99437,118
2022-06-02,160,Willington,794,713,81,13540,4,4,0,4109,70072,16227,910,15304,13
2022-06-02,161,Wilton,3153,2891,262,17189,55,29,26,18736,102143,71690,3777,67884,29
2022-06-02,162,Winchester,1811,1739,72,17078,16,16,0,8256,77857,33551,2131,31395,25
2022-06-02,163,Windham,6902,6490,412,28101,71,48,23,22302,90802,115769,8877,106746,146
2022-06-02,164,Windsor,6897,6350,547,24004,163,125,38,27051,94146,150669,8700,141809,160
2022-06-02,165,Windsor Locks,2639,2467,172,20531,44,40,4,10443,81243,44015,3250,40713,52
2022-06-02,166,Wolcott,4046,3522,524,24393,64,54,10,14278,86079,70640,5102,65440,98
2022-06-02,167,Woodbridge,1670,1495,175,19086,48,42,6,8623,98549,49393,2078,47245,70
2022-06-02,168,Woodbury,1609,1337,272,16933,12,10,2,7877,82898,33888,1976,31884,28
2022-06-02,169,Woodstock,1429,1380,49,18185,7,7,0,6704,85314,23421,1667,21725,29
2022-06-03,1,Andover,502,430,72,15513,6,4,2,2424,74907,9237,575,8654,8
2022-06-03,2,Ansonia,4844,4160,684,25968,48,38,10,16231,87011,76040,5963,69921,156
2022-06-03,3,Ashford,731,660,71,17180,5,4,1,3385,79553,13014,881,12120,13
2022-06-03,4,Avon,2946,2714,232,16120,80,64,16,16983,92925,73522,3456,69988,78
2022-06-03,5,Barkhamsted,517,485,32,14337,8,7,1,2680,74321,10888,609,10265,14
2022-06-03,6,Beacon Falls,1288,1146,142,20701,11,11,0,4882,78464,22931,1560,21327,44
2022-06-03,7,Berlin,4018,3704,314,19661,50,43,7,16448,80485,74449,4862,69504,83
2022-06-03,8,Bethany,979,890,89,17646,4,3,1,4640,83634,23055,1196,21830,29
2022-06-03,9,Bethel,4034,3296,738,20374,71,56,15,18031,91066,73823,4862,68879,82
2022-06-03,10,Bethlehem,610,520,90,17931,2,2,0,2761,81158,11733,739,10973,21
2022-06-03,11,Bloomfield,4863,4442,421,22927,135,115,20,20126,94885,132316,6073,126047,196
2022-06-03,12,Bolton,731,639,92,14967,5,4,1,3929,80446,14813,866,13936,11
2022-06-03,13,Bozrah,594,549,45,21790,7,7,0,2212,81145,9877,715,9154,8
2022-06-03,14,Branford,5822,5243,579,20867,82,73,9,25395,91022,123278,6999,116141,138
2022-06-03,15,Bridgeport,42329,38141,4188,29314,449,368,81,139453,96575,679399,54450,623883,1066
2022-06-03,16,Bridgewater,198,132,66,12110,0,0,0,1422,86972,5241,238,4997,6
2022-06-03,17,Bristol,14275,12307,1968,23813,207,169,38,52244,87150,270343,17663,252335,345
2022-06-03,18,Brookfield,3675,2936,739,21652,27,20,7,15764,92877,62084,4381,57645,58
2022-06-03,19,Brooklyn,2100,1995,105,25387,18,18,0,7536,91103,44861,2554,42279,28
2022-06-03,20,Burlington,1724,1474,250,17766,8,6,2,7869,81090,33220,2068,31118,34
2022-06-03,21,Canaan,29,28,1,2754,0,0,0,358,33998,1274,36,1238,0
2022-06-03,22,Canterbury,1115,1036,79,21953,4,4,0,4062,79976,16832,1328,15488,16
2022-06-03,23,Canton,1426,1290,136,13907,38,31,7,8216,80125,34695,1652,33017,26
2022-06-03,24,Chaplin,438,408,30,19562,3,3,0,1785,79723,7440,518,6920,2
2022-06-03,25,Cheshire,6252,5549,703,21606,79,65,14,26250,90714,163756,7494,156118,144
2022-06-03,26,Chester,607,553,54,14408,19,16,3,3495,82958,17121,759,16337,25
2022-06-03,27,Clinton,2606,2428,178,20162,14,9,5,11774,91095,48616,3142,45418,56
2022-06-03,28,Colchester,3094,2774,320,19571,42,29,13,13824,87444,62617,3737,58809,71
2022-06-03,29,Colebrook,144,136,8,10286,1,1,0,854,61000,3632,165,3463,4
2022-06-03,30,Columbia,959,847,112,17829,12,9,3,4460,82915,17825,1135,16675,15
2022-06-03,31,Cornwall,182,174,8,13363,2,0,2,1398,102643,4949,208,4738,3
2022-06-03,32,Coventry,2074,1794,280,16716,11,10,1,9901,79802,38071,2438,35592,41
2022-06-03,33,Cromwell,2903,2597,306,20977,66,42,24,12558,90744,65882,3556,62237,89
2022-06-03,34,Danbury,20809,18655,2154,24570,218,181,37,80482,95027,320064,25546,294037,481
2022-06-03,35,Darien,3795,3342,453,17466,13,12,1,22536,103719,90957,4605,86274,78
2022-06-03,36,Deep River,737,690,47,16588,1,1,0,3818,85933,15484,894,14571,19
2022-06-03,37,Derby,3087,2622,465,25018,30,24,6,10926,88549,49515,3773,45649,93
2022-06-03,38,Durham,1430,1295,135,19958,9,8,1,6155,85904,29504,1723,27753,28
2022-06-03,39,Eastford,274,262,12,15307,3,2,1,1212,67709,4403,325,4077,1
2022-06-03,40,East Granby,863,763,100,16790,4,2,2,4338,84397,17868,1058,16801,9
2022-06-03,41,East Haddam,1320,1145,175,14672,23,10,13,6764,75181,30171,1548,28597,26
2022-06-03,42,East Hampton,2293,1981,312,17914,25,18,7,10547,82398,44986,2744,42199,43
2022-06-03,43,East Hartford,13601,12378,1223,27272,198,155,43,44708,89645,225379,17170,207882,327
2022-06-03,44,East Haven,7563,6578,985,26473,107,87,20,25783,90248,125519,9280,116117,122
2022-06-03,45,East Lyme,3631,3363,268,19667,60,47,13,17912,97021,92448,4343,88051,54
2022-06-03,46,Easton,1384,1210,174,18402,5,4,1,7072,94030,26327,1688,24611,28
2022-06-03,47,East Windsor,2178,1968,210,18666,60,46,14,9218,79002,46321,2682,43575,64
2022-06-03,48,Ellington,2352,2137,215,14283,32,20,12,12147,73766,42268,2738,39482,48
2022-06-03,49,Enfield,8989,8146,843,20589,87,77,10,34658,79383,183072,10987,171812,273
2022-06-03,50,Essex,1045,961,84,15672,13,12,1,5850,87732,26526,1292,25211,23
2022-06-03,51,Fairfield,14893,13378,1515,24004,244,185,59,65450,105488,371592,17831,353366,395
2022-06-03,52,Farmington,4477,3963,514,17559,67,54,13,23321,91466,113215,5315,107756,144
2022-06-03,53,Franklin,430,405,25,22396,2,2,0,1483,77240,6799,524,6266,9
2022-06-03,54,Glastonbury,6018,5361,657,17453,118,97,21,30054,87159,125242,7330,117777,135
2022-06-03,55,Goshen,443,411,32,15473,2,2,0,2474,86413,9568,539,9020,9
2022-06-03,56,Granby,1513,1321,192,13149,33,28,5,8914,77466,35601,1796,33764,41
2022-06-03,57,Greenwich,14101,13137,964,22440,123,99,24,66140,105251,297126,17195,279708,223
2022-06-03,58,Griswold,2893,2641,252,25082,32,23,9,10166,88139,44558,3498,41028,32
2022-06-03,59,Groton,7798,6979,819,20288,123,79,44,33176,86315,147214,9390,137688,136
2022-06-03,60,Guilford,4245,3878,367,19180,44,35,9,20458,92432,99038,5029,93917,92
2022-06-03,61,Haddam,1391,1297,94,16978,11,6,5,6830,83364,29607,1681,27905,21
2022-06-03,62,Hamden,13943,12126,1817,23025,234,199,35,58545,96679,408728,17123,391189,416
2022-06-03,63,Hampton,461,437,24,25027,1,1,0,1876,101846,7756,546,7207,3
2022-06-03,64,Hartford,33456,31228,2228,27399,417,368,49,114343,93643,671669,41970,628783,916
2022-06-03,65,Hartland,243,220,23,11462,5,4,1,1328,62642,4957,294,4657,6
2022-06-03,66,Harwinton,1000,919,81,18450,9,6,3,4358,80406,18515,1200,17291,24
2022-06-03,67,Hebron,1530,1344,186,16098,15,11,4,7490,78809,29871,1833,28013,25
2022-06-03,68,Kent,524,474,50,18869,2,2,0,3867,139251,23733,631,23100,2
2022-06-03,69,Killingly,4494,4269,225,25923,80,57,23,15266,88060,67052,5438,61556,58
2022-06-03,70,Killingworth,1058,965,93,16625,11,6,5,5371,84397,23465,1238,22202,25
2022-06-03,71,Lebanon,1399,1285,114,19583,7,6,1,5984,83763,25891,1695,24181,15
2022-06-03,72,Ledyard,3287,2989,298,22481,13,12,1,13649,93352,56828,3879,52887,62
2022-06-03,73,Lisbon,885,812,73,20972,13,13,0,3119,73910,14128,1081,13022,25
2022-06-03,74,Litchfield,1264,1146,118,15617,13,11,2,6866,84828,29715,1492,28191,32
2022-06-03,75,Lyme,315,292,23,13601,1,0,1,1950,84197,7684,373,7307,4
2022-06-03,76,Madison,3315,3067,248,18386,46,36,10,17528,97216,82724,3954,78697,73
2022-06-03,77,Manchester,11640,10192,1448,20214,191,139,52,48538,84291,219924,14264,205393,267
2022-06-03,78,Mansfield,2919,2641,278,11453,31,26,5,17311,67921,97434,3350,93978,106
2022-06-03,79,Marlborough,1125,972,153,17758,31,22,9,5267,83141,25789,1387,24379,23
2022-06-03,80,Meriden,17136,15591,1545,28851,219,194,25,55860,94048,312982,21479,291071,432
2022-06-03,81,Middlebury,1602,1337,265,20544,23,18,5,7201,92344,35271,2003,33199,69
2022-06-03,82,Middlefield,697,624,73,15935,5,3,2,3645,83333,16896,897,15986,13
2022-06-03,83,Middletown,10833,9879,954,23419,183,136,47,43613,94282,461465,13597,447375,493
2022-06-03,84,Milford,12056,10886,1170,22021,182,159,23,46425,84799,218378,14876,203290,212
2022-06-03,85,Monroe,4089,3448,641,21040,24,16,8,17216,88587,70201,4933,65204,64
2022-06-03,86,Montville,4505,4149,356,24341,49,44,5,16858,91085,97588,5379,92108,101
2022-06-03,87,Morris,328,303,25,14552,3,3,0,1815,80524,7350,380,6964,6
2022-06-03,88,Naugatuck,8199,6830,1369,26357,138,121,17,27359,87948,149917,10460,139153,304
2022-06-03,89,New Britain,20247,18655,1592,27929,273,225,48,63939,88198,312828,25178,287165,485
2022-06-03,90,New Canaan,3559,3156,403,17590,44,38,6,21605,106781,85805,4240,81501,64
2022-06-03,91,New Fairfield,2567,2141,426,18497,9,6,3,11676,84133,41445,3015,38386,44
2022-06-03,92,New Hartford,1098,1029,69,16496,6,5,1,5228,78546,20515,1322,19175,18
2022-06-03,93,New Haven,35408,32810,2598,27185,287,255,32,128023,98290,919730,44069,874409,1252
2022-06-03,94,Newington,6634,6150,484,22103,137,116,21,26322,87699,127771,8219,119389,163
2022-06-03,95,New London,7914,7409,505,29466,51,45,6,30734,114431,336998,9687,327012,299
2022-06-03,96,New Milford,5205,3520,1685,19418,62,45,17,23951,89353,103781,6147,97495,139
2022-06-03,97,Newtown,5057,4176,881,18131,80,68,12,24542,87993,115120,6063,108965,92
2022-06-03,98,Norfolk,139,131,8,8528,1,1,0,795,48773,3454,162,3289,3
2022-06-03,99,North Branford,3156,2718,438,22310,29,15,14,11722,82864,56222,3796,52371,55
2022-06-03,100,North Canaan,544,525,19,16733,19,18,1,3083,94832,17855,618,17221,16
2022-06-03,101,North Haven,5938,4853,1085,25073,64,60,4,22193,93709,111549,7227,104223,99
2022-06-03,102,North Stonington,992,911,81,19092,9,7,2,3982,76636,15440,1165,14264,11
2022-06-03,103,Norwalk,23123,21012,2111,26035,271,236,35,89280,100522,377466,29607,347448,411
2022-06-03,104,Norwich,10515,9413,1102,27123,99,84,15,36512,94181,165192,13056,151990,146
2022-06-03,105,Old Lyme,1292,1224,68,17684,4,3,1,7169,98125,27974,1563,26388,23
2022-06-03,106,Old Saybrook,2118,1975,143,21052,66,53,13,10145,100835,47096,2591,44463,42
2022-06-03,107,Orange,2964,2666,298,21284,24,21,3,12810,91986,54860,3527,51283,50
2022-06-03,108,Oxford,2472,2191,281,18650,33,32,1,10733,80973,44566,3016,41500,50
2022-06-03,109,Plainfield,3856,3574,282,25494,54,46,8,12620,83438,55917,4674,51217,26
2022-06-03,110,Plainville,3882,3322,560,22140,60,57,3,14492,82651,72513,4824,67597,92
2022-06-03,111,Plymouth,2389,2039,350,20598,19,16,3,9427,81281,44709,2935,41718,56
2022-06-03,112,Pomfret,808,717,91,19224,7,6,1,4424,105258,21657,973,20674,10
2022-06-03,113,Portland,1636,1486,150,17654,30,22,8,8021,86554,39657,1993,37628,36
2022-06-03,114,Preston,1079,982,97,23330,9,9,0,4092,88476,18174,1265,16884,25
2022-06-03,115,Prospect,2089,1801,288,21532,10,10,0,7875,81169,36472,2588,33833,51
2022-06-03,116,Putnam,2212,2115,97,23559,35,32,3,8120,86484,31746,2666,29053,27
2022-06-03,117,Redding,1395,1235,160,15303,22,18,4,7966,87385,32219,1729,30456,34
2022-06-03,118,Ridgefield,4307,3860,447,17256,70,52,18,23800,95356,98750,5264,93394,92
2022-06-03,119,Rocky Hill,4223,3770,453,20994,149,125,24,17151,85265,88749,5401,83223,125
2022-06-03,120,Roxbury,314,224,90,14591,2,0,2,1944,90335,6818,363,6452,3
2022-06-03,121,Salem,820,768,52,20083,5,5,0,3528,86407,14744,1010,13718,16
2022-06-03,122,Salisbury,538,479,59,14944,2,1,1,5135,142639,22608,640,21956,12
2022-06-03,123,Scotland,122,118,4,7297,2,2,0,482,28828,2006,149,1857,0
2022-06-03,124,Seymour,3954,3490,464,24055,82,67,15,14175,86238,69339,4802,64398,139
2022-06-03,125,Sharon,283,273,10,10524,4,3,1,2239,83265,9399,350,9047,2
2022-06-03,126,Shelton,9733,8471,1262,23665,212,169,43,37008,89980,171648,11965,159416,267
2022-06-03,127,Sherman,518,357,161,14270,3,0,3,3102,85455,10436,579,9838,19
2022-06-03,128,Simsbury,3572,3267,305,14066,34,29,5,21882,86167,92873,4183,88607,83
2022-06-03,129,Somers,2069,1907,162,19186,23,20,3,8292,76892,59009,2408,56524,77
2022-06-03,130,Southbury,3526,2851,675,18016,85,72,13,17083,87287,87215,4443,82676,96
2022-06-03,131,Southington,9087,7775,1312,20730,135,115,20,36247,82692,180922,11188,169522,212
2022-06-03,132,South Windsor,4526,4094,432,17300,66,43,23,21277,81328,79884,5303,74475,106
2022-06-03,133,Sprague,761,694,67,26618,6,5,1,2693,94194,13576,917,12648,11
2022-06-03,134,Stafford,1685,1526,159,14168,34,26,8,7426,62440,33462,2055,31373,34
2022-06-03,135,Stamford,30626,28271,2355,23624,384,336,48,130184,100421,489078,39160,449429,489
2022-06-03,136,Sterling,760,706,54,20095,3,3,0,2748,72660,10403,902,9490,11
2022-06-03,137,Stonington,3486,3158,328,18783,59,40,19,16542,89132,73968,4297,69610,61
2022-06-03,138,Stratford,13776,11779,1997,26569,201,166,35,48351,93253,225324,17182,207852,290
2022-06-03,139,Suffield,3575,3052,523,22607,52,39,13,14496,91666,114242,4369,109797,76
2022-06-03,140,Thomaston,1841,1551,290,24433,18,18,0,6328,83981,30989,2309,28653,27
2022-06-03,141,Thompson,1807,1702,105,19266,13,8,5,6565,69997,26068,2145,23882,41
2022-06-03,142,Tolland,2257,2031,226,15440,25,12,13,11599,79347,45357,2645,42665,47
2022-06-03,143,Torrington,7853,7476,377,23067,182,162,20,29304,86077,154001,9659,144089,253
2022-06-03,144,Trumbull,8766,7659,1107,24573,176,122,54,35447,99366,164745,10863,153662,220
2022-06-03,145,Union,215,200,15,25626,2,2,0,1076,128248,4307,249,4054,4
2022-06-03,146,Vernon,4972,4474,498,16935,78,52,26,22239,75748,90859,5799,84930,130
2022-06-03,147,Voluntown,515,480,35,20518,6,6,0,2112,84143,8310,611,7692,7
2022-06-03,148,Wallingford,10547,9412,1135,23794,215,186,29,40101,90468,231931,12989,218672,270
2022-06-03,149,Warren,153,113,40,10968,0,0,0,1025,73477,3807,175,3627,5
2022-06-03,150,Washington,529,437,92,15432,2,2,0,3982,116161,17790,603,17171,16
2022-06-03,151,Waterbury,33456,29269,4187,31102,502,441,61,106209,98737,538562,43095,494571,896
2022-06-03,152,Waterford,4402,4120,282,23482,75,56,19,18049,96282,86383,5292,81002,89
2022-06-03,153,Watertown,5167,4407,760,23946,77,70,7,19345,89651,94713,6574,87992,147
2022-06-03,154,Westbrook,1302,1220,82,18955,10,6,4,6169,89809,23899,1604,22268,27
2022-06-03,155,West Hartford,11453,10176,1277,18189,273,206,67,58578,93033,289934,13996,275645,293
2022-06-03,156,West Haven,13548,11820,1728,24804,163,149,14,49323,90302,240721,16864,223590,267
2022-06-03,157,Weston,1657,1507,150,16163,5,3,2,10297,100439,40390,2008,38349,33
2022-06-03,158,Westport,5072,4637,435,17802,37,27,10,30431,106809,142423,6185,136132,106
2022-06-03,159,Wethersfield,5843,5428,415,22466,55,46,9,22805,87685,106830,7193,99519,118
2022-06-03,160,Willington,798,716,82,13608,4,4,0,4112,70123,16252,915,15324,13
2022-06-03,161,Wilton,3164,2900,264,17249,55,29,26,18745,102192,71786,3790,67967,29
2022-06-03,162,Winchester,1812,1740,72,17088,16,16,0,8264,77933,33593,2134,31434,25
2022-06-03,163,Windham,6908,6495,413,28126,71,48,23,22307,90823,116685,8886,107653,146
2022-06-03,164,Windsor,6919,6361,558,24080,163,125,38,27057,94167,150794,8725,141908,161
2022-06-03,165,Windsor Locks,2644,2470,174,20569,44,40,4,10447,81274,44079,3259,40768,52
2022-06-03,166,Wolcott,4051,3527,524,24423,64,54,10,14282,86104,70680,5107,65475,98
2022-06-03,167,Woodbridge,1672,1496,176,19109,48,42,6,8623,98549,49467,2081,47316,70
2022-06-03,168,Woodbury,1612,1339,273,16965,12,10,2,7876,82888,33903,1979,31896,28
2022-06-03,169,Woodstock,1430,1381,49,18198,7,7,0,6712,85416,23451,1669,21753,29
2022-06-06,1,Andover,503,431,72,15544,6,4,2,2425,74938,9253,577,8668,8
2022-06-06,2,Ansonia,4850,4166,684,26000,48,38,10,16244,87081,76166,5972,70037,157
2022-06-06,3,Ashford,732,661,71,17203,5,4,1,3386,79577,13027,882,12132,13
2022-06-06,4,Avon,2959,2722,237,16191,80,64,16,16998,93007,73655,3470,70104,81
2022-06-06,5,Barkhamsted,517,485,32,14337,8,7,1,2683,74404,10916,609,10293,14
2022-06-06,6,Beacon Falls,1288,1146,142,20701,11,11,0,4882,78464,22954,1561,21349,44
2022-06-06,7,Berlin,4031,3711,320,19725,50,43,7,16458,80534,74548,4879,69586,83
2022-06-06,8,Bethany,982,893,89,17700,4,3,1,4639,83616,23090,1200,21861,29
2022-06-06,9,Bethel,4041,3304,737,20409,71,56,15,18037,91096,73903,4871,68950,82
2022-06-06,10,Bethlehem,610,520,90,17931,2,2,0,2760,81129,11735,738,10976,21
2022-06-06,11,Bloomfield,4878,4457,421,22998,135,115,20,20145,94974,132489,6093,126198,198
2022-06-06,12,Bolton,740,648,92,15152,5,4,1,3937,80610,14856,876,13969,11
2022-06-06,13,Bozrah,596,550,46,21864,7,7,0,2218,81365,9907,718,9180,9
2022-06-06,14,Branford,5836,5255,581,20918,82,73,9,25409,91072,123344,7017,116188,139
2022-06-06,15,Bridgeport,42391,38201,4190,29357,449,368,81,139555,96645,680316,54524,624724,1068
2022-06-06,16,Bridgewater,199,133,66,12171,0,0,0,1421,86911,5244,239,4999,6
2022-06-06,17,Bristol,14306,12328,1978,23864,207,169,38,52273,87199,270759,17702,252712,345
2022-06-06,18,Brookfield,3687,2947,740,21723,27,20,7,15775,92942,62161,4394,57708,59
2022-06-06,19,Brooklyn,2105,1998,107,25447,18,18,0,7539,91139,44928,2564,42336,28
2022-06-06,20,Burlington,1727,1477,250,17797,8,6,2,7877,81173,33244,2071,31139,34
2022-06-06,21,Canaan,29,28,1,2754,0,0,0,357,33903,1278,36,1242,0
2022-06-06,22,Canterbury,1115,1036,79,21953,4,4,0,4066,80055,16847,1328,15503,16
2022-06-06,23,Canton,1435,1297,138,13995,38,31,7,8232,80281,34754,1661,33067,26
2022-06-06,24,Chaplin,440,410,30,19652,3,3,0,1788,79857,7447,520,6925,2
2022-06-06,25,Cheshire,6276,5569,707,21688,79,65,14,26277,90808,163939,7523,156272,144
2022-06-06,26,Chester,608,554,54,14432,19,16,3,3498,83029,17141,760,16356,25
2022-06-06,27,Clinton,2613,2434,179,20217,14,9,5,11784,91172,48688,3155,45477,56
2022-06-06,28,Colchester,3103,2782,321,19628,42,29,13,13829,87475,62696,3754,58871,71
2022-06-06,29,Colebrook,144,136,8,10286,1,1,0,854,61000,3638,165,3469,4
2022-06-06,30,Columbia,961,849,112,17866,12,9,3,4462,82952,17859,1138,16706,15
2022-06-06,31,Cornwall,185,177,8,13583,2,0,2,1401,102863,4969,211,4755,3
2022-06-06,32,Coventry,2081,1800,281,16773,11,10,1,9903,79818,38138,2445,35652,41
2022-06-06,33,Cromwell,2913,2604,309,21049,66,42,24,12564,90787,66005,3570,62346,89
2022-06-06,34,Danbury,20842,18683,2159,24609,218,181,37,80524,95076,320357,25587,294285,485
2022-06-06,35,Darien,3806,3352,454,17517,13,12,1,22543,103751,91033,4620,86335,78
2022-06-06,36,Deep River,743,696,47,16723,1,1,0,3821,86000,15500,901,14580,19
